DateTime,uniqueID,latitude,longitude
7/2/2023 7:00,54075,37.14712,-109.1526
7/2/2023 9:00,54075,37.14699,-109.15255
7/2/2023 11:00,54075,37.14945,-109.15819
7/2/2023 13:00,54075,37.15002,-109.15827
7/2/2023 15:00,54075,37.14997,-109.15857
7/2/2023 17:00,54075,37.14968,-109.1588
7/2/2023 19:00,54075,37.15058,-109.15796
7/2/2023 21:00,54075,37.14909,-109.1584
7/2/2023 23:00,54075,37.14749,-109.15374
7/3/2023 1:00,54075,37.14623,-109.1538
7/3/2023 3:00,54075,37.14715,-109.15342
7/3/2023 5:00,54075,37.14755,-109.15321
7/3/2023 7:00,54075,37.14827,-109.15409
7/3/2023 9:00,54075,37.14686,-109.15218
7/3/2023 11:00,54075,37.14719,-109.1531
7/3/2023 13:00,54075,37.14855,-109.15434
7/3/2023 15:00,54075,37.14748,-109.15291
7/3/2023 17:00,54075,37.14823,-109.15302
7/3/2023 19:00,54075,37.14775,-109.15371
7/3/2023 21:00,54075,37.14802,-109.15375
7/3/2023 23:01,54075,37.14735,-109.15468
7/4/2023 1:00,54075,37.14745,-109.15515
7/4/2023 3:00,54075,37.14758,-109.15406
7/4/2023 5:00,54075,37.14599,-109.15367
7/4/2023 7:00,54075,37.14665,-109.15369
7/4/2023 9:01,54075,37.15125,-109.14714
7/4/2023 11:00,54075,37.15248,-109.14722
7/4/2023 13:00,54075,37.15227,-109.14788
7/4/2023 15:00,54075,37.15279,-109.14727
7/4/2023 17:00,54075,37.15257,-109.14666
7/4/2023 19:00,54075,37.15335,-109.14714
7/4/2023 21:00,54075,37.15232,-109.14942
7/4/2023 23:00,54075,37.15308,-109.14978
7/5/2023 1:00,54075,37.15424,-109.1505
7/5/2023 3:00,54075,37.15483,-109.15016
7/5/2023 5:00,54075,37.15402,-109.15049
7/5/2023 7:00,54075,37.14709,-109.15665
7/5/2023 9:01,54075,37.14844,-109.15287
7/5/2023 11:00,54075,37.14869,-109.1522
7/5/2023 13:00,54075,37.1485,-109.1534
7/5/2023 15:00,54075,37.14857,-109.15316
7/5/2023 17:00,54075,37.14864,-109.15377
